Review,Star
"In today's times it's best to go natural and organic . So first of all the ingredients in this cleanser are totally naturally like Amla , neem , shikakai , bhringaraj .....it's far better than the harsh chemical products . The fragrance is good and it leaves the hair soft and feel good.  Whether it really helps in controlling hair fall will be clear only after I use it for atleast a month . Till now I have used it only twice . I really want to overcome my hair fall problem so thought of buying indulekha hair oil too . Ordered it . Hope for best results with the combo indulekha . The packing of bhringa hair cleanser is good with 2 yrs shelf life .",5
"I saw here so many mixed reviews but I ordered this product because of  100% ayurvedic ingredients and I was really worried about my continuous hairfall.I am  really amazed to see the effects on my hair after  first wash, I felt like a bounce and volume in my hair and a shine and silkyness which I was not expecting at all,i love to touch my hair now.Texture of shampoo is really thick and have mild fragrance .totally loved this product.",5
"This is just the perfect solution for hairfall. As I was facing a lot of post partum hairfall, I tried so many home remedies,many oils and shampoo but nothing worked,then one day I came across this hair shampoo and thought to give it a try..And believe me it actually reduced my hair fall in just two weeks of use..Do try this and use it regularly as mentioned to stop hairfall...You will definitely get good results",5
"I used Indulekha bringha hair cleanser twice,I can see the difference in my hair fall,it's scent is very bad but as long as it is showing good result on my hair,I can bear it. But if you can't tolerate strong smell,please think before buying it.Shape and size of bottle is practical but cannot be recycled.Its ingredients bhring raj,amla,tulsi madhya tika,neem,shikakai and rosemary made my hairs so soft and shiny. I used it after applying bringha hair oil,my hair were smooth also.although it is not able to solve my dandruff problem. People with hair fall problem must use it.",5
"I'm a mother of two and I'm on the constant lookout for products made of natural ingredients. And of course, I look out for eco-friendly and sustainable alternatives. Since Indulekha Bringha hair cleanser is made of natural & ayurvedic herbs like  Indulekha Bringha Hair Cleanser also contains herbs like Amla, Tulsi, Neem, Rosemary, Shikakai and Madayantika, the decision to choose this magic shampoo wasn't a tough one. It's a perfect formulation to keep your hair cleansed & nourished. And of course, this ayurvedic mixture is free of parabens & sulfates, unlike the other commercial ones. It's really fragrant and mild. I recommend it.",5
So-so have not seen any great result but as advertised will give it some more time. Have been using this with their medicated oil. Hope to see a positive change with continued usage.,5
"After Long time found..a Shampoo which have enormous benefits for all types of Hair, Its my second Purchase.Shampoo is Thick and feel the herbs during use with it strong fragrance..makes hair jst little bit dry as like every shampoo..jst use conditioner if required...all an all it buyable pdts",4
"Indulekha bringha hair cleanser is said to be an Ayurvedic proprietary medicine and has ingredients like bringhraj, amla , neem, tulsi, shikakai( natural shampoo) which makes it one stop solution for hair. It is total herbal product and a natural cleanser to I thought of hiving it a try . I have been using it along with indulekha bringha oil for quite some time and find it working for me.It gives good lather while washing our hair this washing away the oil applied before the wash.It doesn’t have artifice color and fragrance and can be used by men and women bothPair it with good diet and exercise and have some patience after regular use to see the results",1
"Good fragrance and squeaky clean hair with little amount of shampoo. But don't always depend on a shampoo for hair growth and hair fall, intake of nutrients too play a role in hair issues. This shampoo has all good ingredients that a hair needs. But priced bit high",4
"For my hair fall problem I am using Indulekha Bringha Anti Hair Fall Hair Cleanser Shampoo along with Indulekha Bhringa Hair Oil. I can see the visible results. Hair fall has reduced to some extent & got rid of dandruff. It is a completely Ayurvedic gel based shampoo with no artificial color or fragrance.  It contains the herbal power of Bhringraj, Amla, Tulsi, Neem, Madhyantika, Shikakai, Rosemary. It is suitable for all hair types. Since it's totally an Ayurvedic product, hence do not have any side effects. I am completely satisfied with the positive results and will definitely recommend it to everyone. A worth to buy the product !!!",4
"Indulekha bringha hair cleaner is a great product. I was facing the problem of hairfall for past seven to right months and tried different shampoos but then I came to know about this product. This product fulfills what it promises, it has actually helped to control the hairfall problem. The great positive about this product is that it has all natural ingredients so I does not cause any harm to hair in any way. The main ingredients are bhringraj, amla, heena, tulsi, and shikhakhai. The product has helped to strengthen my hair and has made it strong and healthy. It also gives a good shine to hair. It has no added colour and has a natural fragnance. A great product overall and a must try for hairfall problem.",4.2
"Containing a blend of powerful herbs, the Indulekha hair cleanser is a great ayurvedic cleanser. it helps get rid of impurities and keep your scalp clean, promoting good scalp condition for new hair follicles to grow . bringha oil arrests excessive hair fall and prevents premature greying. Thanks to its excellent cooling properties, this herb also keeps your scalp cool, removes stress, and helps treat alopecia.Indulekha contains almost every herb to cure severe hairfall as per ayurveda. It does not contain chemical ingredients. The package helps in easy application without making your hands mess up. It helpd it regrowth of hair after continuous application.",5
I'm really happy with the shampoo and ordered again for the second time.It works well when used along with Bringraj oil!!,2
Must try for hairfallI'm a mom of 2 year old.. N  facing hairfall since my pregnancy.. I lost faith in herbal so called ayurvedic shampoos..coz i tried very costly n reknowned branded ayurvedic shampoo n oil in these last three years...but waste of my money.Writing this review..so others can give it a try...As I can see the difference with one wash only...my hairs got very rough n dull...It's working for me..so feeling positive n going to continue it with indulekha oil.Smells like herbs...not like any scentGo for it..,5
A wonderful herbal product for everyone who cares for their hair.. Are afraid of rash chemicals etc. This is pure and soft on hair....have used it for fifteen days and feel difference in amount of hairfall...in the age where there is lot of chemical exposure... Dust... Sun... Using this can actually benefit your hair... Comes in wonderful packing... Comes at reasonable price. Must buy for all the new mums who are experiencing hair fall post birth and lactation. Five star for this lovely product.,5
"I have been facing hairfall for a long time now due to hypothyroidism and have tried many products with not much help. My newest trial is with Indulekha Bringha Anti Hair fall shampoo. Natural ingredients like Bringraj, one of the recommended Ayurvedic treatments for hair fall, neem and no chemicals make this shampoo one of my preferred ones. Used this product for the last three weeks now, and must say hairfall is reduced. Smell is also not bad. Dries your hair if used without oil, so a little caution and this can be very helpful.",5
Indulekha shampoo is perfect for stop hair fall im using last 20 days my hair fall down 70%,5
"Hair fall is frustrating for everyone and nightmare for ladies. For people who are facing hair fall issues it’s a Boon.,  Am writing this review after 10-12 days of continuous usage, it is a better product as compared to other chemical compositions available in market. You have to be a little patient with the result, and soon you will notice it does what it says. BRINGHA, NEEM are scientifically proven to improve hair health and stimulates new growth.Fragrance is great! Hair becomes soft after use,  bought it  because it's Ayurvedic! No side effects",5
"I have tried a number of. expensive shampoos to finally have found the shampoo that makes hair soft and shiny. I have used Tony and guy, Kerastase, Blunt, Loreal mythic oil, Tresseme, Mom and co, dove all the expensive and some non expensive products. This by far beats most of these I have mentioned while being easy on your pocket. Could not have a sweeter surprise from Indu lekha!",1
Thank u amazon for givinofferthisoffer.This shampoo stoped hairfall.Little shampoo is enough to wash hair. It smells very nice. Thank u indulekha...,5
"I ordered this shampoo as it is Ayurvedic and moreover I am already using Indulega Bhringa hair oil too. In combination, they both work quite well on my hair. This shampoo isn’t harsh on hair as it is purely herbal, sulphate and paraben-free. It also helped in reducing dandruff. It has no artificial fragrance and smells like any herbal product is supposed to be smelled! Though it does make hair a little dry, a conditioner afterwards takes care of it. Overall, a good and chemical-free choice.",4
Indulekha has already been a trusted brand for anti hairfall products and finally got hold of this shampoo and it didn't disappoint at all!The scent is bit like ayurvedic products for it's ingredients are all organic but still likeable.It comes in a pretty golden bottle and has all the instructions well featured on it.Most important thing is that it has definitely reduced my hairfall especially when I use it with the oil before washing my hairs.My hair feels more strong yet soft.Definitely a happy solution for healthy and soft tresses!,4
"After my pregnancy i was suffering from hair fall.I lost lots of hairs every day. My mother advised me to apply mehandi with amala and shikakai past. But it was so cumbersome job that i cant afford it then my neighbour told me about Indulekha Bringha hairfall shampoo.I also tried other chamical products earlier but it didn't worked,so i was not very much interested to use this also. But my neighbour insists me that I should try it atleast once.so I buy this and used it and you don't believe I really liked this product because my hairfall reduced gradually. It is a Ayurvedic shampoo with seven herbs and no side effects.It is also good hair cleaner at affordable price.",4
"So it's been some time since I have switched to indulekha anti hair fall shampoo. Earlier I was using Indulekha Oil and found it pretty good so thought of replacing my regular shampoo. And I must say using its really good. The shampoo has the goodness of Neem,Amla, Shikakai which benefits your hair and with regular use you will see the difference. It is also recommended by dermatologist so it is completely safe and good for hair. I would suggest to use it along with the oil to get better results. I can feel the difference in texture and hair fall is less.",4
Hair fall has become a very common problem nowadays so I decided to use indulekha anti hair fall shampoo as this is not just a shampoo but is an Ayurvedic medicine for the hair. It contains bringha shikakai and amla which help to strengthen the hair and helps it to grow. It does not contain any chemicals so the hair is safe from harmful and harsh chemicals which other shampoos contain.It has a natural smell. I can feel that hair fall has considerably slowed down after using this shampoo. An all natural and Ayurvedic shampoo which can be used to combat hair fall problems.,5
"An ayurvedic concoction which is very good and cleanses the scalp very well. Made of bhringraj, amla , tulsi, shikakai, rosemary and many more. All these items are very good for hair and scalp. I have used this shampoo two to three times and have seen little reduction in hair fall. Not complete reduction but it is relatively less than earlier. I hope this will completely stop my hair fall with regular usage. It has thick dark brown colour consistency, it has got herbal , camphor kind of smell. Little bit is enough to create enough froath and cleanses the scalp well.  Bottle is very sturdy and easy to carry while travelling as the shampoo is not going to leak. It leaves hair silky and flowy. It is economical also.  Will recommend it to all.",3
Maybe my 5th bottle. Only shampoo I use. Best shampoo in Indian market for long black hair. Cleanses the hair properly with no drynessI use it with the indulekha oil... my hair has transformed.  I dont require any conditioner or serum.And saloon treatments is not atall required.After using this I'm really getting compliments for my hair and even asked where do I get spa done😅😅,5
"Indulekha bringha was a suggested product for me from someone who had used and reaped the benefits.I am really grateful for the amazing hair care product tip shared by my friend.The shampoo has a nice aroma to it and my hair felt very healthy afterwards. Trust me, I am not writing it on a whim, I did used the product for a while and found it really nice.I would certainly recommend it to everyone with dull, frizzy and people with hairfall concern. It has all the Ayurvedic ingredients making it apt for healthy hair and it's regular growth.",5
"I am exasperated. Why are people going gaga over this product? It's a below average shampoo. It cleans quite well, but the hairfall is hardly reduced. And it leaves your hair very dry, which leads to further hairfall.You MUST use a serum or conditioner with this.",4.2
"Well I am writing this review after using the product for almost 2 months now. I was loosing a lot of hair and changed several shampoos. I read online about a lot of shampoos curating hairfall. Indulekha had a decent review online but I decided to place a bet and I actually won. Not only my hairfall reduced but the natural shine came back. Though it roughens the texture of your hair, I use a conditioner with similar ingredients as that of the shampoo and I have got the result I wanted",5
"I was facing lot of hair problems,my hair were falling very fast. So many products with lot of chemicals almost everything I tried but after using Indulekha hair cleanser I think I was very convinced about the product. I used it for about a month or so & there was tremendous change in my hairfall.There was new growth in hair & hairfall stopped. It's totally Ayurvedic product Bhringraj,amla,tulsi,neem,madhyantika,shikakai & rosemary.Everyone should use it.Its really helpful.Quality of hair has really improved & has got good fragrance.",2
I have tried many shampoos for my hair fall but none worked. Then I have started using Indulekha which is 100% Ayurvedic and trust me it actually worked.I can see a reduction in Hair fall .my hair is much stronger than before now. Its Doctor recommended so I am using it tension free. It works for all hair types. It has no added fragrance and colour. It's herbal nature made it smell like heaven. In just a week of use one can see it's benefits. Go head and buy it. U will totally love it.,3
"Indulekha bringha anti hair cleanser shampoo is an Ayurvedic medicine for hair problems as it has all natural ingredients in it like bringhraj that is good for hair growth, prevents hair fall, strengthens hair roots and stop premature greying.I was facing hair poblems but when I used this Ayurvedic hair cleanser shampoo it gives the amazing results in just 3-4 washes. this hair cleanser shampoo is having herbs that keeps your scalp clean and cool and stress free. This shampoo also clean the excess oil from the hair and maintain silky smooth hair. I recommend this Ayurvedic shampoo to all who are facing hair poblems.",5
Indulekha bringha hairfall shampoo contains 9full bhringhraj plant extracts which is also known as Keshraj-King of hair.It has medicinal properties that not just reduce hairfall but helps to grow new hair.Best thing is that it is safe to use on artificially colored hairs.There is no added color and fragrance in the shampoo.Im working in the hospital and doctors also recommend it to the patient suffering from hairfall problem.Your physical and mental health is also important for reducing hairfall.Take lot of fiber dietary and proteins in your daily diet with lots of water.,5
Indulekha Bringha Anti Hair Fall Shampoo is an amazing product to control the hair fall. After my second pregnancy I was facing so much hair fall that gave me nightmares. Then I got to know about the indulekha shampoo and started using it. After using it for sometime I can feel the difference and my hair fall problem reduced. It helps in re-growth as well. As it is herbal product which is why it is completely safe to use. No colours and added preservation ensures health growth of hair. Overall it is value for money product.,5
"Bhringraj prevents hair loss,dandruff and graying. My mom used to say this quite often and for that she used to dry Bhringraj leaves. Then she used to put those dry leaves in the jar of coconut oil and put the jar under the sun for few days until the oil colour changed to light green. Then she used to massage the green oil on my scalp. Well this one was a lengthy process and frankly speaking it's not possible to follow this procedure in today's hectic life. When I bought this bottle it was like the readymade potion my mom used to prepare for me. Added advantage is the scent. It smells good and equally good on hair too. It reminds me of my childhood days.",3
"Indulekha Bringha Hair cleanser contains herbs like bhringraj, amla etc. These herbs are used for hair since long time. This cleanser really helps me to make roots strong and reduces hair fall as well as hair breakage. The fragrance of the cleanser also smells like an ayurvedic product. It doesn't contain any harsh chemicals. It is a must buy product for all hair problems.",5
"I have been trying every other shampoo for my hair-fall and dandruff but didn’t get result in any of them. But this shampoo is worth trying because i have seen visible change in my hair-fall and dandruff in just one wash. Quality of my hair is enhanced and hairfall is reduced. The ingredients speaks for it’s genuineness with no other added fragrance and color, works for all hair types. I’m happy with this product. It’s doctor recommended so try it and see the results yourself. Value for money",5
"Everyone is aware of the hair loss during and post pregnancy. I was also suffering from the same. There was extreme hair loss and the more depressing part was that no shampoo could stop that. I tried so many things but all in vain. Then I came across indulekha bhringa anti-hairfall shampoo and it worked as a wonder on my hair, less breakage, leaving the hair smooth and silky and what I loved the most in this is that it can be used on coloured hair too without causing them any damage.",5
"Hello everyone I recommend this hair shampoo to all of you. I used to have lots of hair fall do sometimes I don't comb my hair just because of so much hair fall. I use this shampoo 2 times from the day it reached and now I can find out the difference very soon and made myself comfortable and feeling relax. One of my friend recommended me this shampoo and I didn't like the scent before but after using it I just loved it. I hope my hair will also become smooth and soft. The price is worth too  I wish my hair fall will be completely stopped and I think it will be suitable for all hair types. So please go ahead and use this product, you will find the difference soon. 👍",4
"It's a really good shampoo👍;after trying en number of products.I've finally settled for this amazing one.I've used this before which I purchased from the local market.But on Amazon I saw a great deal of discount and ordered to bottles and when I used this, different feel and very different results.I'm using it along with Indulekha hair oil so I'm extremely satisfied with the result. I was having a really bad hair  fall and after using both oil and shampoo.l'm strongly recommended to all.",5
"I was searching for something of natural preparations as my hair have got really damaged after color treatment. I found this after browsing for ayurvedic shampoos. It has bhringraj, Tulsi, Neem, rosemary oil, shikakai and other potent herbs which gently clean the scalp without damaging the roots and shafts of hair. The scent of this product isjust like any other ayurvedic medicine, I must say you just need a spoon full for shampoo so its value for money too! My ayurvedic doctor said it's a good addition for hair care! My hairfall is reduced significantly!",5
I have been seeing ads for this product for the longest time and like any other women hair fall is my biggest problem and another one of my problem was constant sweating. So I took a chance and ordered for a bottle after trying so many brands I must say this has left me a little more satisfied then most. After my first hair wash I felt my hair cleaner and volumed definitely I know this isn't a miracle shampoo and instantly you hair doesn't stop falling but it's been a few days and I'm happy with the results my hair fall is getting a little better and as this is made of plants so the chemical harshness isn't there. Looking forward to using this for a longer period and for my girls too.,5
Amazingly amazing... I just loved this shampoo.. I have already used 2 bottles.. I m using this shampoo since long time.. Now i have ordered 3 more bottles u will get really good result in one wash only.. As it is very good in controlling hairfall.. It will clean your scalp also.. Helps in reducing itching on your scalp.. Blindly buy this shampoo i am gonna use this for my entire life.. Because i love my hair and i want them on my head not in dustbin hehehe.. Blindly trust this shampoo..,5
I've switched to lot of shampoo -loreal sunsilk garnier  dove and even pantene!! They claim to relieve hair loss and damage but I know that by now it's all hot air.All you women out there need to understand  that  No shampoo out there can resolve hair problems .But this shampoo has natural ingredients. its fragrance is good. Its value for money. I applied this indulekha bringha hair cleanser on my hair which is an ayurvedic proprietary medicine for hair fall and I feel very satisfied with the impact it had on my hair.,5
"Searching for the shampoo which is best for our hair is just like searching the Mango in the Mango garden. We all keep on trying different shampoo’s all the time. But results are negative, some shampoo suits our hair and some gives us a very adverse effect on our hair.This shampoo comes with the goodness of Ayurveda, containing a blend of powerful herbs.My ExperienceThe results of indulekha bringha oil have quite impressed me. Hence, I decide to buy their bringha shampoo. The formula is nice thick and removes all the dirt from the scalp.I dilute the shampoo first and then use it on my hairs. I don’t need much amount of shampoo to wash my hairs. The shampoo is able to remove all the dirt and impurities effectively in just one wash.Pros Of Indulekha Bringha Hair fall ShampooTravel-friendly.Good packaging.Cleanses my scalp well.Rinses off easily.No added fragrance or colour.Thick consistencyAfter regular use, I’d say it helps get rid of impurities and keep your scalp clean, promoting good scalp condition for new hair follicles to grow from.",4.2
"Wrost product....I will advise everyone don't buy this product. It's really disheartening that even after paying this much amount of money there is not a single percent improvement in my mom's hairfall. Instead of Indulekha use any simple hair oil, but don't go for this product. It will not help your hairfall. Both the products Indulekha Bringha Hairoil and Bringha Shampoo both are useless.",5
"The Indulekha hair cleanser is a great ayurvedic cleanser, containing a blend of powerful herbs,It helps get rid of impurities and keep your scalp clean, promoting good scalp condition for new hair follicles to grow from. Yet, I am not sure how effective it really is when it comes to controlling dandruff and growth of new hair.If you’re looking for an alternative shampoo that may bring good results over time, you might want to consider buying a 10 in 1 shampoo with active ingredients known for repairing damaged hair and strengthening it from its roots.",2
"Heard about this brand through so many mommy blogs and thought to try this out. Since nothing else was working on postpartum hairfall, I bought this ayurvedic remedy and tried it, after second wash itself it started showing effects, now I see less hair strands on my bathroom floor and comb. It really improved my hair texture, and it's so pocket friendly. It's ayurvedic, free from any colour and fragrance, so it won't harm you in any way.The only con is, it doesn't have nice and fancy fragrance, which in a way shows that it is chemical free.",4
From few days I am facing a lot of hair fall problems. I’m so frustrated about that. So one day my nani recommended Me about this amazing shampoo. And that is Indulekha. The shampoo works 100% from my types of hairs.The shampoo is  💯 % ayurvedic. It’s kind of medicine to our hairs . In fact my doctor also recommended me about the shampoo it’s gently reduce my hair fall. And the best part of the shampoo is it natural Fragrance there is no additional Fragrance is added in it. “Indulekha”Contains of nine bringha plants.The shampoo is the king of hairs . I literally love the product and just recommended to all you guys do use it.,4
"100 % organic hair cleanser, amazing product enriched with bringhraj also prepared with herbs like amla, neem, tulsi, Rosemary, shikakai. It helps in defending the hairfall and to restore the natural goodness of hair to give your healthy hair. Best to use Indulekha hair oil along with this for perfect results. Highly recommended product for all those who are suffering from hair fall.",5
Hair fall a common issue so many of us face daily. So i was searching for an effective shampoo which can help me reduce my hair fall and also nourish it at the same time.I came across Indulekha hair cleanser and found this features very interesting. Thought why not give it a try and see the results.Some of the features that impressed me are -•Completely ayurvedic•Contains power of 9 bringha plants•Reduces hair fall•Smooth gel based shampoo•No added fragrance and color•Rinses off easily•Doctor recommendedAfter using it for two washes I can say this shampoo is working quite well for me. As I also use Bringha Oil before shampoo can see the difference of hair fall during wash. It's reduced considerably unlike before.It smells little strong due to the ayurvedic ingredients but I guess better than chemical based shampoo's.,5
"Recently I bought indulekha bringha hair cleanser which is an ayurvedic proprietary medicine for hairfall also.The best part of this product is it has no artificial colour,no added fragrance and it contains nine full bringha plant .It is not just a regular shampoo but an ayurvedic medicine for hairfall.It prevents hairfall and improves hair health also.I find it helpful for my hairfall also.Best is when we are using indulekha hair oil with shampoo.This product is effective for all hair types.",5
"My hair is very limp and not so thick, specially since I have hair fall. But after using Indulekha shampoo for the last few days, my hair quality has become lustrous and shiny. I have received many compliments. The scent is a bit too strong, like most Ayurvedic products but I love the beautiful gold slim bottle, it comes in. Will definitely use this for the shine that it has given my hair. Have noticed slightly reduced hair fall too",4
"My wife was very much worried for her hairfall. She was tensed due to heavy hairfall and currently she started using Indulekha Hair oil. For better results , i ordered Indulekha shampoo for her. when she tried it , Her hairfall reduced in two washes and her hair becomes strong than before. Earlier She had severe hairfall and ger hair were thin and weak but after using Indulekha Shampoo, she got happy as she got free her hairfall problem. in just two three washes, she feel the difference..",5
"bought this Hair cleanser for the first time and this review is after using it twice.  I think is far better than other shampoos in market. my hair become soft and dandruff itching was gone so no doubt it is very good on part of dandruff. Best Ayurvedic shampoo with no side effects and awesome result.It Enriched with Bringhraj, only herb which I  know from my childhood for hair ,so according to me this is A must try shampoo to improve the condition of hairI have been using Indulekha bringha anti hairfall hair cleanser shampoo alongwith it's oil to combat my hairfall problem.  It's an Ayurvedic product with natural herbs like amla, tulsi, neem, etc. It cleanses really wellMy choice to pick this product was it's purely herbal and paraben free,",4
"Indulekha Bringha anti hairfall shampoo is the ancient secret from grandmother's wisdom. I used it to find that it contains amla, shikakai, heena, neem. It's just like my grandmother's long preparation she used to make to wash her hair. There's an another ingredient, Bringhraj plant that helps in reducing hair fall. Good product!",4
"This shampoo brings back memories of my childhood where we would use Reeta and Shikakai for washing hair. Hair fall is controlled to a good extent and there is a shine to the hair. My 6 year old daughter too likes this shampoo.Hair feels fresh and smells great too. Have been using this shampoo for about 3 months and can notice a visible difference. After using too many brands of synthetic shampoos, this is a refreshing change. The ingredients are all natural and I use the shampoo thrice a week. Have recommended this shampoo to my friends also.",5
"First admirable thing about this shampoo is that it is truly herbal free from sulphate and parabens.No artifical fragrance involved.All this make it try worthy.It has ingredients like neem,tulsi,shikakai which are good for hair health.There is a reduction in my hairfall.Fragrance is purely herbal it instantly sends you in herbal garden.Bottle is also travel friendly.one must try once if tackling problems like hairfall.",5
"Indulekha shampoo is a good ayurvedic product with natural ingredients. The shampoo has a mild earthy smell. It worked well on my hair and gave it a good feel after the wash. As there are no harsh chemicals in the shampoo, one feels reassured of using the right thing. It did help in hairfall which resulted from breakages. Long term benefits will be known slowly. Overall a good shampoo.",5
"Last year under the influence of some YouTubers I bought Wow skin science & Mama Earth shampoos and it completely ruined my hair.My hair started falling and nothing could stop it. To undo the damage, I started searching for more remedies on YT, ironic, right?Anyway when nothing helped me so I decided to consistently oil my hair and leave it over night and use a mild herbal shampoo to rinse it off.My roomie had this shampoo and she used it religiously. So I thought I’ll give it a try.I leave coconut oil overnight on alternate days I wash my hair using this shampoo. It’s been 9 months of this routine now and my hair has never been better.It’s  shiny, soft, manageable and almost nil hair fall. I’d like to think coconut oil and shampoo, both helped equally. I am on my 4th bottle (I always order the biggest one), the current plan is to take this shampoo to my grave.Anyway try it yourself, be consistent and have patience. Hope this helps you :)I’m into herbal scents, so the scent doesn’t bother me, maybe if you’re allergic to fragrance, it might give you a headache cause it’s strong.",4.2
"So far this shampoo is suiting me well. So is highly recommended. I was always a fan of the Indulekha oil but the shampoo is even better ! It actually works for my hairfall and I love the earthy, natural colour. Very effective shampoo for hair fall, it's totally ayurvedic product.... Reduce hair fall by considerably. My hair looks more silky and smooth. They also look bouncy. Moreover the product is also pocket friendly. It’s a value for money and I am happy that I am using it.",5
"I experienced my worst ever hairfall after using this shampoo , My hairs were long earlier ,but after using this shampoo I had to cut my hairs short , as the hairfall problem has increased almost 5 times as compared to other shampoos.Hairs become rough and unmanageable after using this shampoo .Don't go on advertisements . Else you will have to face ur hairfall nightmare .",2
"Amazing product. Have been using it since January 2020, 3 times a week by applying Indulekha hair oil the previous night followed by conditioner. It takes a little time to show it's effects but it's worth the patience. Hairfall reduced drastically, plus the hair becomes really soft with a beautiful scent. Best used with hairoil. Totally recommended.",5
"As I have been going through extreme hairfall,i tried so many shampoos ,oil,masks everything but nothing works nicely,then i thought of trying something Ayurvedic..so  I recently got my hands on this Ayurvedic medicine for hairfall..then i have started using it and noted visible change in my hair health, it reduces my hairfall,it improves my hair quality also.. it smells great, it is medicnal also...this products work for all hair type, there is no added fragrance and color in it..it just suits my hair so wellI would recommend this shampoo all those who tired of changing shampoos..this is a trustworthy product, and will not harm your hair...should must give it a try to amazingg shampoo👍",5
"For Men who are facing hair fall issues its a Boon. Hair fall is frustrating, I am writing this review after one month of continuous usage, it is a better product as compared to other chemical compositions available. You have to be a little patient with the result, and you will notice it does what it says. BRINGHA, NEEM are scientifically proven to improve hair health and stimulates new growth.Additional Tips: Drink a lot of water, cure your stomach if you have digestion issues, get proper sleep, do a conditioner every alternate day and most important replace your old combs with wooden bristle brush or comb. It's tried and tested do it regularly and you will get the desired result in 30 days. Thank You its a great day. :)",4.1
"Why is it so hyped? I noticed no difference in my hair. In fact, I think my hair fall increased after using it. Didn't like this product one bit. Won't buy it again in near future.",5
"Hair related issues are quite common nowadays. Every other person is having some, be it greying, hair fall, dandruff, etc. We can't cure it all fully, but at least control it to some extent by inculcating good habits and routines, avoiding unhealthy food and going natural wherever possible.With the same idea, i gave up conditioners long ago and then ditched chemical-based shampoo a year ago. One day herbal/natural shampoo idea came to mind, as soap was not suiting at all.The search spanned across days, with several options like Khadi Mayuri, Himalaya, Wow, Biotique, etc. Many options. Huh. Some costly, some had a lot of -ve reviews, while some had few chemical ingredients. Considering all factors, narrowed down the search to Indulekha, which turned out to be a product by HUL (a renowned reliable company).•••••••••INBOX•••••••••Came without any box, with a tape to seal its cap and prevent accidental leakage.▶ Colour: Dark brown▶ Smell: Like Dabur red toothpaste (which is expected of ingredients in there i.e. ayurvedic smell)▶ Stock: 02/2019••••••••••••••••••INGREDIENTS••••••••••••••••••Bhringraj, Amla, Tulsi, Neem, Madhyantika, Shikakai, RosemaryEvery ingredient is carefully chosen & have health benefits for hair. Just google them.••••••••PROS••••••••1. Nice smelling no-nonsense herbal shampoo for hair.2. Mild shampoo3. Produces good lather for small quantity.4. Reduces hair fall & dandruff. (see below)5. No artificial color or fragrance.••••••••CONS••••••••1. The smell could have been better. It may not suit everyone.2. As is with every herbal shampoo, it makes your hair dry but to some extent only (as neem acts as a moisturizer). You may use an addon natural conditioner or oil to overcome this issue if its there.Since cons are subjective, they won't have any effect on my ratings. So a 5-star product.•••••••••••••••••••••••••••••••••••••••USAGE INSTRUCTIONS  & TIPS•••••••••••••••••••••••••••••••••••••••Here i will detail my usage pattern, which is working well. Its been 2 months + since i started using it. I had issues of heavy dandruff since start & hair fall after a mistake of using chemical-based conditioners. Before that, there was no hair fall at all.The conditioner was ditched a half a decade ago and chemical-based shampoo a year ago. I settled on the soap for hair cleansing which again was a bad idea.▶ Pre usage scenario:→ Soap for cleansing→ Hair oil once or twice a week▶ Current usage scenario:→ Regular application ( every alternate day) of shampoo, onion juice, and coconut oil.▶ STEPS1. Wash hair thoroughly with the shampoo. Quantity of shampoo will depend on hair volume and oil content.2. Dry hair & scalp using a towel.3. I leave it as such for some time to let the scalp breath.4. Now apply onion juice on scalp and leave it as such for half an hour.5. Wash it properly using only water.6. Dry hair & scalp using a towel.7. Once completely dry, apply warm coconut oil to scalp and hair.8. Repeat this every alternate day. (for ladies this may not be possible, so settle for what best suits you, bi-weekly at least)→ You can do this all before sleeping, if not possible during day time.→ For those who cannot afford to have oily hairs throughout the day, shampoo in the morning and onion juice + oil at night will also work.→ Onion juice may not suit everyone. Please test before going regular with it. There are other alternatives as per hair & scalp. Just google it.▶ WHY ONION: ""Onion's rich antibacterial properties help keep your scalp healthy and free of infection, promoting unhindered hair growth. These same properties also help control dandruff. Onion juice stimulates your scalp and improves the circulation of blood, resulting in its follicles that are well-nourished.""▶ OVERALL BENEFITS: Reduced hair fall by huge margins & no dandruff at all. This implies more hair volume and new hair growth.•••••••••••••••GENUINITY•••••••••••••••Again, as i always say. Be proactive and research well before ordering from any seller to avoid fakes. Check seller ratings, Amazon fulfilled tag, etc.Not every seller here is there to dupe you. They too source material from retailers and wholesalers.And if you are unfortunate, contact Amazon with your issue. They may be able to help you out. But since this product is non-returnable due to its nature, be proactive and avoid troubles in the first place.•••••••••••••••••••FINAL VERDICT•••••••••••••••••••So far this shampoo is suiting me well. So is highly recommended. But it may not suit everyone due to different hair types, eating habits and other issues. The best thing is to try it out and then decide for yourself.Don't expect wonders in a day. Give it time and be regular.I won't suggest any alternative right now, as i didn't find any issue with it. But you may try Wow shampoos as its no parabens no sulfate, apple cider vinegar-based shampoo which can prove helpful. It won't even dry out hairs like herbal shampoos, as apple cider vinegar is a very good natural conditioner. Keep costs in mind.•••••••••••••IMP NOTE•••••••••••••→ If you are looking for a shampoo to cure all your hair problems, you are in the wrong place. This shampoo cant do it all alone. It's just one of means to healthy hair and scalp.→ It's not an alternative to healthy food, good sleep, and water. Accompany this shampoo with healthy eating habits, good sleep of at least 6 hours, and plenty of water.",1
